id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1417272486543208449,1417272486543208449,2021-07-19 19:57:47 Venezuela Standard Time,2021-07-19,19:57:47,-0400,105900021,andresfguevarab,Andrés F. Guevara B.,,"No mucho atrás por aquí abundaban tweets de queja por hamburguesas que llegaban a costar entre 10-15$.  Ahora, por el contrario, veo una amplia oferta de hamburguesas incluso por 1$ en Venezuela. Hubo un cambio en el mercado que vale la pena destacar.",es,[],[],[],26,51,371,[],[],https://twitter.com/AndresFGuevaraB/status/1417272486543208449,False,,0,,,,,,,,[],,,,
1416942015112171521,1416942015112171521,2021-07-18 22:04:36 Venezuela Standard Time,2021-07-18,22:04:36,-0400,105900021,andresfguevarab,Andrés F. Guevara B.,,"Termino de leer ""El último Marqués"" de Inés Quintero. Me llevo la historia de un aristócrata que en su momento formó parte de la familia más rica de Venezuela. Luchó por la independencia del país, no sin controversias, errores y laberintos propios del mantuanaje. Recomendado.  https://t.co/RmPiM6iRdQ",es,[],[],['https://pbs.twimg.com/media/E6n8BrBWYAAjNae.jpg'],0,4,40,[],[],https://twitter.com/AndresFGuevaraB/status/1416942015112171521,False,,1,https://pbs.twimg.com/media/E6n8BrBWYAAjNae.jpg,,,,,,,[],,,,
1416521483078324224,1416521483078324224,2021-07-17 18:13:33 Venezuela Standard Time,2021-07-17,18:13:33,-0400,105900021,andresfguevarab,Andrés F. Guevara B.,,Hoy me atendió un mesonero y fue tal la buena calidad de su servicio que le pedí su número para contratarlo en un evento privado. Moraleja: esfuérzate en lo que hagas. Da lo mejor de ti. Nunca sabes cuándo y cómo surgen las oportunidades para crecer.,es,[],[],[],14,193,1032,[],[],https://twitter.com/AndresFGuevaraB/status/1416521483078324224,False,,0,,,,,,,,[],,,,
1416183741945454597,1416183741945454597,2021-07-16 19:51:30 Venezuela Standard Time,2021-07-16,19:51:30,-0400,105900021,andresfguevarab,Andrés F. Guevara B.,,"""La confianza es la forma más elevada de motivación humana"". Stephen Covey",es,[],[],[],3,10,50,[],[],https://twitter.com/AndresFGuevaraB/status/1416183741945454597,False,,0,,,,,,,,[],,,,
1415859405845929985,1415859405845929985,2021-07-15 22:22:42 Venezuela Standard Time,2021-07-15,22:22:42,-0400,105900021,andresfguevarab,Andrés F. Guevara B.,,Una buena cultura corporativa puede hacer brillar a un talento. Una mala cultura corporativa puede destruirlo.,es,[],[],[],0,19,65,[],[],https://twitter.com/AndresFGuevaraB/status/1415859405845929985,False,,0,,,,,,,,[],,,,
1415848862141538305,1415848862141538305,2021-07-15 21:40:48 Venezuela Standard Time,2021-07-15,21:40:48,-0400,105900021,andresfguevarab,Andrés F. Guevara B.,,"Me complace anunciar la incorporación de @Capote_Marcos al equipo de Omnis Business Partners. Cada vez sumamos más talentos a nuestra organización, que creen en el país y tienen el compromiso de mejorar el ámbito financiero y empresarial venezolano. Bienvenido al equipo, Marcos.  https://t.co/u50Jg7H1Wj",es,"[{'screen_name': 'capote_marcos', 'name': 'marcos antonio capote', 'id': '2220872317'}]",[],['https://pbs.twimg.com/media/E6YaROJXsAEe8BQ.jpg'],4,2,42,[],[],https://twitter.com/AndresFGuevaraB/status/1415848862141538305,False,,1,https://pbs.twimg.com/media/E6YaROJXsAEe8BQ.jpg,,,,,,,[],,,,
1415512918800674822,1415501507022163968,2021-07-14 23:25:53 Venezuela Standard Time,2021-07-14,23:25:53,-0400,105900021,andresfguevarab,Andrés F. Guevara B.,,"@carlossalinas49 Ninguna molestia. Vivimos en un entorno muy difícil, pero si está en nuestra mano ayudar con la mayor disposición lo haré. Por favor contácteme a esta dirección de correo aguevara @somosomnis.com",es,"[{'screen_name': 'somosomnis', 'name': 'somos omnis', 'id': '736241878673305600'}]",[],[],2,4,26,[],[],https://twitter.com/AndresFGuevaraB/status/1415512918800674822,False,,0,,,,,,,,"[{'screen_name': 'carlossalinas49', 'name': 'Carlos Salinas...', 'id': '141702878'}]",,,,
1415499070349660163,1415475864763047938,2021-07-14 22:30:51 Venezuela Standard Time,2021-07-14,22:30:51,-0400,105900021,andresfguevarab,Andrés F. Guevara B.,,"@HenkelGarcia @rafaelarraiz No lo dijo en el contexto exclusivamente venezolano, aunque la charla sí tenía como público target a Venezuela.",es,[],[],[],0,0,1,[],[],https://twitter.com/AndresFGuevaraB/status/1415499070349660163,False,,0,,,,,,,,"[{'screen_name': 'HenkelGarcia', 'name': 'Henkel Garcia U.', 'id': '7508402'}, {'screen_name': 'rafaelarraiz', 'name': 'Rafael Arraiz Lucca', 'id': '108519962'}]",,,,
1415475864763047938,1415475864763047938,2021-07-14 20:58:39 Venezuela Standard Time,2021-07-14,20:58:39,-0400,105900021,andresfguevarab,Andrés F. Guevara B.,,"Hace un par de días escuché una conferencia privada de un conocido empresario venezolano quien dijo que hay 2 grandes limitantes para nuestro éxito: el ego y la envidia. Todos nacemos con ellas, son propias del hombre. Pero debemos controlarlas para avanzar.",es,[],[],[],9,71,280,[],[],https://twitter.com/AndresFGuevaraB/status/1415475864763047938,False,,0,,,,,,,,[],,,,
1415471487188930564,1415153007096905730,2021-07-14 20:41:15 Venezuela Standard Time,2021-07-14,20:41:15,-0400,105900021,andresfguevarab,Andrés F. Guevara B.,,@arondon75 Muy de acuerdo con el comentario Andrea. Saludos!,es,[],[],[],0,0,1,[],[],https://twitter.com/AndresFGuevaraB/status/1415471487188930564,False,,0,,,,,,,,"[{'screen_name': 'arondon75', 'name': 'Andrea Rondón García', 'id': '415204300'}]",,,,
