tweet,tweet_tokenized
"@franciscowestal Feliz cumple, especialmente a los cumplañeros de julio como su nieta jiji","['franciscowestal', 'feliz', 'cumple', 'especialmente', 'cumplañeros', 'julio', 'nieta', 'jiji']"
"@lucciatrini Ánimo, Lucy. Te abrazo.","['lucciatrini', 'ánimo', 'lucy', 'abrazo']"
"Esta foto describe el nivel de abandono de Guayana. De este estado sacan oro, mineral de hierro, chatarra, y lo que queda de todo lo que la naturaleza les permite.","['foto', 'describe', 'nivel', 'abandono', 'guayana', 'sacan', 'oro', 'mineral', 'hierro', 'chatarra', 'queda', 'naturaleza', 'permite']"
@maribelastrid Mare of Easttown en HBO. O Videollamada con @andreinaclo parte IV + vino + ron + cerveza.,"['maribelastrid', 'mare', 'of', 'easttown', 'hbo', 'videollamada', 'andreinaclo', 'parte', 'iv', 'vino', 'ron', 'cerveza']"
Este emoji ❤️‍🔥...😱.,"['emoji', '❤️\u200d🔥']"
"Siempre pana, siempre buena vibra.","['siempre', 'pana', 'siempre', 'buena', 'vibra']"
"""La familia es lo más lindo que tenemos"": @caortiz72 .  Y todos recuerdan al profe como familia, esa palabra que siempre tenía tan presente.","['familia', 'lindo', 'caortiz', 'recuerdan', 'profe', 'familia', 'palabra', 'siempre', 'tan', 'presente']"
"💔 Qué tristeza. Hasta luego, profe @caortiz72 .","['tristeza', 'luego', 'profe', 'caortiz']"
"@anajulia07 ¡Feliz cumpleaños, profe!","['anajulia', '¡feliz', 'cumpleaños', 'profe']"
"@Marilachang Jajajaja, voooy","['marilachang', 'jajajaja', 'voooy']"
"Te amo mucho, chama.","['amo', 'chama']"
"@_Verolerolero Mi Vero, loveyou.","['verolerolero', 'vero', 'loveyou']"
"@masqespina Gracias, amigas y amigos ❤","['masqespina', 'gracias', 'amigas', 'amigos']"
"@Quipus_app @SoyArepita ¿Cómo van esas quinielas, @Quipus_app ? Voy a ganador","['quipus', 'app', 'soyarepita', '¿cómo', 'van', 'quinielas', 'quipus', 'app', 'voy', 'ganador']"
"@marijoperez @SoyArepita Marijó, un gran abrazo. ¡Graacias, y amén!","['marijoperez', 'soyarepita', 'marijó', 'gran', 'abrazo', '¡graacias', 'amén']"
"@Naky Un pepe circunspecto.  Gracias por esos deseos, bellísima :)  https://t.co/Xfv0HEYwBJ","['naky', 'pepe', 'circunspecto', 'gracias', 'deseos', 'bellísima']"
"@saladeinfo Gracias, profe, por siempre respaldar mi trabajo, y el de mis compañeros. Abrazo grande!","['saladeinfo', 'gracias', 'profe', 'siempre', 'respaldar', 'trabajo', 'compañeros', 'abrazo', 'grande']"
"@alexiscorreia @SoyArepita Carajo, me estoy enterando jajajaja.","['alexiscorreia', 'soyarepita', 'carajo', 'enterando', 'jajajaja']"
"@franciscowestal Gracias siempre por la conversa, colega. Tqm","['franciscowestal', 'gracias', 'siempre', 'conversa', 'colega', 'tqm']"
@KarenVilleda .@mramirezcabello,"['karenvilleda', 'mramirezcabello']"
@mramirezcabello @StePozzebon @CorreodelCaroni Listo.  https://t.co/Fvi0sYaiug,"['mramirezcabello', 'stepozzebon', 'correodelcaroni', 'listo']"
"@StePozzebon @CorreodelCaroni @mramirezcabello ¡Prrrrrooooonto, mi amor! Con un tiramisú, el mejor de @StePozzebon","['stepozzebon', 'correodelcaroni', 'mramirezcabello', '¡prrrrrooooonto', 'amor', 'tiramisú', 'mejor', 'stepozzebon']"
@StePozzebon @CorreodelCaroni También venden Churrasco! jajajjaaj,"['stepozzebon', 'correodelcaroni', 'venden', 'churrasco', 'jajajjaaj']"
"María Ruzza, de la clínica #Ceciamb: “Este Gobierno nunca ha pensado en las clínicas como colaboradoras para proteger la salud de la comunidad”  https://t.co/09FhJplIc9 a través de @CorreoDelCaroni","['maría', 'ruzza', 'clínica', 'ceciamb', 'gobierno', 'nunca', 'pensado', 'clínicas', 'colaboradoras', 'proteger', 'salud', 'comunidad”', 'través', 'correodelcaroni']"
"El señor Evelio Lucero tiene uno de los mejores archivos fotográficos de #Guayana: “Siempre hubo un tema pendiente en esta ciudad, que la gente tomara las riendas de su destino”  https://t.co/j3YlIiyClE a través de @CorreoDelCaroni y pluma de @oscarfmurillo","['señor', 'evelio', 'lucero', 'mejores', 'archivos', 'fotográficos', 'guayana', 'siempre', 'tema', 'pendiente', 'ciudad', 'gente', 'tomara', 'riendas', 'destino”', 'través', 'correodelcaroni', 'pluma', 'oscarfmurillo']"
"Gabriela Mazzerioli, propietaria del local de las mejores pizzas de Puerto Ordaz #ElChurrasco: “Es la desidia la que nos obliga a tomar por nuestras propias manos el rescate”  https://t.co/mP1jtajetD a través de @CorreoDelCaroni   #ConvicciónPorGuayana","['gabriela', 'mazzerioli', 'propietaria', 'local', 'mejores', 'pizzas', 'puerto', 'ordaz', 'elchurrasco', 'desidia', 'obliga', 'tomar', 'propias', 'manos', 'rescate”', 'través', 'correodelcaroni', 'convicciónporguayana']"
"Habla la fundadora del colegio Los Próceres, Nancy Gómez: “Cuando tienes el conocimiento, tienes libertad para tomar las mejores decisiones”  https://t.co/vzjCgu25ur a través de @CorreoDelCaroni #ConvicciónPorGuayana","['habla', 'fundadora', 'colegio', 'próceres', 'nancy', 'gómez', 'conocimiento', 'libertad', 'tomar', 'mejores', 'decisiones”', 'través', 'correodelcaroni', 'convicciónporguayana']"
Oscar Quijada: “¿Cómo nos vamos a ir de Guayana cuando la región nos ha dado todo?”  https://t.co/d1JhR3CqN5 a través de @CorreoDelCaroni #ConvicciónporGuayana,"['oscar', 'quijada', '¿cómo', 'vamos', 'ir', 'guayana', 'región', 'dado', 'través', 'correodelcaroni', 'convicciónporguayana']"
"@CorreodelCaroni @RMTF Recomiendo la edición aniversaria del @CorreodelCaroni #ConvicciónPorGuayana. Todas las entrevistas explican cómo, tozudamente, algunos han defendido sus espacios, generando empleo y trabajando por la región:  https://t.co/EfyLowHhwR  https://t.co/bGf6jej7Pn","['correodelcaroni', 'rmtf', 'recomiendo', 'edición', 'aniversaria', 'correodelcaroni', 'convicciónporguayana', 'todas', 'entrevistas', 'explican', 'cómo', 'tozudamente', 'defendido', 'espacios', 'generando', 'empleo', 'trabajando', 'región']"
"@OttoJansen Gracias por leer, señor Otto. Yo creo que allí hay bastantes elementos para sumar a la conversación.","['ottojansen', 'gracias', 'leer', 'señor', 'otto', 'creo', 'allí', 'bastantes', 'elementos', 'sumar', 'conversación']"
"En 2014, pintando las pancartas para la protesta #SinPapelNohayPeriódico ... en @CorreodelCaroni.  https://t.co/LrdPgSUJyw","['pintando', 'pancartas', 'protesta', 'sinpapelnohayperiódico', 'correodelcaroni']"
"@oliverggl @AlexTienda Entiendo, de acuerdo.","['oliverggl', 'alextienda', 'entiendo', 'acuerdo']"
"@oliverggl @AlexTienda Entiendo la intención de ambos, pero no concuerdo. Es verdad que denunciar no es igual a ayudar, como también es igual que promocionar no es igual a preservar. ¿Me explico?","['oliverggl', 'alextienda', 'entiendo', 'intención', 'ambos', 'concuerdo', 'verdad', 'denunciar', 'igual', 'ayudar', 'igual', 'promocionar', 'igual', 'preservar', '¿me', 'explico']"
"@oliverggl @AlexTienda Muy bien, pero no son puntos de comparación. El hambre es consecuencia de políticas públicas, el Salto Ángel es una obra de la naturaleza que, por cierto, está seriamente amenazada. Ni denunciar niega nuestras bellezas naturales, ni hablar del patrimonio natural niega el desastre","['oliverggl', 'alextienda', 'bien', 'puntos', 'comparación', 'hambre', 'consecuencia', 'políticas', 'públicas', 'salto', 'ángel', 'obra', 'naturaleza', 'cierto', 'seriamente', 'amenazada', 'denunciar', 'niega', 'bellezas', 'naturales', 'hablar', 'patrimonio', 'natural', 'niega', 'desastre']"
"@Petruscosas Ah, ok. Gracias💤.","['petruscosas', 'ah', 'ok', 'gracias💤']"
"Me parece que, igual, todo mal. No entiendo las categorías de comparación de ninguno de los dos. Pero Ok.","['parece', 'igual', 'mal', 'entiendo', 'categorías', 'comparación', 'ninguno', 'dos', 'ok']"
"@Sabrina_Sga @sdvk_ y a mí, Sabrina","['sabrina', 'sga', 'sdvk', 'sabrina']"
🌝 ‘Strawberry’ supermoon to adorn night sky Wednesday through Friday  https://t.co/5t6iX4yq6T,"['‘strawberry’', 'supermoon', 'to', 'adorn', 'night', 'sky', 'wednesday', 'through', 'friday']"
"Entrevisté a Enrique Castell, presidente de la comisión ad hoc de la #CVG. Hay mucho material acá para el debate sobre el futuro de las empresas básicas y de la región #Guayana  https://t.co/1e4nSyt8JD a través de @CorreoDelCaroni","['entrevisté', 'enrique', 'castell', 'presidente', 'comisión', 'ad', 'hoc', 'cvg', 'material', 'acá', 'debate', 'futuro', 'empresas', 'básicas', 'región', 'guayana', 'través', 'correodelcaroni']"
@sheyla26 Buenísima!,"['sheyla', 'buenísima']"
@JDeBastosH @AAAD25 @RepAOC @RepBowman @RashidaTlaib @CoriBush 🥴,"['jdebastosh', 'aaad', 'repaoc', 'repbowman', 'rashidatlaib', 'coribush']"
Mi padre desapareció cuando yo tenía 7 años. Ese misterio me convirtió en quien soy  https://t.co/cbKG0TUBMd,"['padre', 'desapareció', 'años', 'misterio', 'convirtió']"
@maribelastrid Dónde está?,"['maribelastrid', 'dónde']"
"@MarcosDavidV @gabyarocha Hola. Mi nombre es Marcos David, y no me gustan las guacamayas .","['marcosdavidv', 'gabyarocha', 'hola', 'nombre', 'marcos', 'david', 'gustan', 'guacamayas']"
@Francis09046731 Y en 2021?,['francis']
"@MarcosDavidV @gabyarocha Piénsalo: la ventana, el balcón, semillas, cambures, y el canto de unas bellas guacamayas .","['marcosdavidv', 'gabyarocha', 'piénsalo', 'ventana', 'balcón', 'semillas', 'cambures', 'canto', 'unas', 'bellas', 'guacamayas']"
33 años de servicio en #Sidor = 400 dólares.,"['años', 'servicio', 'sidor', 'dólares']"
Amenazas y abusos militares crean falso efecto de “normalización” de la crisis de combustible en Bolívar  https://t.co/0y5boqcV2A a través de @CorreoDelCaroni,"['amenazas', 'abusos', 'militares', 'crean', 'falso', 'efecto', 'normalización”', 'crisis', 'combustible', 'bolívar', 'través', 'correodelcaroni']"
@proyectomujeres @maru_salazar :),"['proyectomujeres', 'maru', 'salazar']"
@caracasapie Amo esa calle :),"['caracasapie', 'amo', 'calle']"
@gabyarocha .@MarcosDavidV,"['gabyarocha', 'marcosdavidv']"
@Marilachang @sikiukeli ¡Braaaaavo!,"['marilachang', 'sikiukeli', '¡braaaaavo']"
@malagongil97 @cguillenm @jlsilva Te necesitamos!!,"['malagongil', 'cguillenm', 'jlsilva', 'necesitamos']"
Una década preso y ninguna prueba en su contra: la historia del ferrominero Rodney Álvarez  https://t.co/pceGH4KMLd a través de @CorreoDelCaroni,"['década', 'preso', 'ninguna', 'prueba', 'historia', 'ferrominero', 'rodney', 'álvarez', 'través', 'correodelcaroni']"
"@Marilachang Gracias por asistir, querida Marila @Marilachang","['marilachang', 'gracias', 'asistir', 'querida', 'marila', 'marilachang']"
"Ah bueno, pero si es por eso... Chávez y Rangel Gómez decían que era transparentes, defensores de Guayana, y que en Bolívar se vive mejor. Y él – y su séquito – saqueó y arruinó Guayana.","['ah', 'bueno', 'si', 'chávez', 'rangel', 'gómez', 'decían', 'transparentes', 'defensores', 'guayana', 'bolívar', 'vive', 'mejor', 'séquito', 'saqueó', 'arruinó', 'guayana']"
@luzmacarpio @Guayana286 @Leonervis @PableOstos Epa @doctoralucia_,"['luzmacarpio', 'guayana', 'leonervis', 'pableostos', 'epa', 'doctoralucia']"
"@suarezmleo @BredowInstitut Mucho éxito, Leito. Tanke, o whatever","['suarezmleo', 'bredowinstitut', 'éxito', 'leito', 'tanke', 'whatever']"
@TataRamirez Háblame,"['tataramirez', 'háblame']"
Lo que la dictadura no quiere que leas (y otros poderosos tampoco):  https://t.co/QLbbctrQbE    📌@SoyArepita,"['dictadura', 'quiere', 'leas', 'poderosos', 'tampoco', 'soyarepita']"
¿Y cuándo el TSJ le quitará el bloqueo a las elecciones sindicales?,"['¿y', 'cuándo', 'tsj', 'quitará', 'bloqueo', 'elecciones', 'sindicales']"
"Café e Itinerante de Miguel Siso, mi disco feliz de los últimos días.    https://t.co/1Ci3aHY0sm","['café', 'itinerante', 'miguel', 'siso', 'disco', 'feliz', 'últimos', 'días']"
@gabosama @latimes Lo mismo por acá,"['gabosama', 'latimes', 'mismo', 'acá']"
@elias_rivas By @Marilachang  https://t.co/C7JPrio1nn,"['elias', 'rivas', 'by', 'marilachang']"
@lmaracara 🤡🤡,"['lmaracara', '🤡🤡']"
"@maribelastrid Es la que uso, es muy buena!","['maribelastrid', 'uso', 'buena']"
@suarezmleo RT,"['suarezmleo', 'rt']"
@DiegoFonsecaDF JAJAJAJAJA,"['diegofonsecadf', 'jajajajaja']"
"@andrehely Yo recuerdo la primera vez que me plancharon el cabello para recibir un diploma de honor. Aquello fue un desastre.  Lloré horrible, quedó mal, y tuvieron que hacerme una trenza en todo el cabello. 🥲","['andrehely', 'recuerdo', 'primera', 'vez', 'plancharon', 'cabello', 'recibir', 'diploma', 'honor', 'aquello', 'desastre', 'lloré', 'horrible', 'quedó', 'mal', 'hacerme', 'trenza', 'cabello']"
"U.S. warns Venezuela, Cuba to turn away Iranian ships believed to be carrying arms   https://t.co/F8XdEdWQP8 a través de @politico","['warns', 'venezuela', 'cuba', 'to', 'turn', 'away', 'iranian', 'ships', 'believed', 'to', 'be', 'carrying', 'arms', 'través', 'politico']"
@andrepuche Ya la busco 🐥,"['andrepuche', 'busco']"
"@malagongil97 Felicidades, Adrián!","['malagongil', 'felicidades', 'adrián']"
*Buscando la fórmula de la hidratación*  https://t.co/bp4X7G0nV9,"['buscando', 'fórmula', 'hidratación']"
El régimen de Ortega arrecia su ofensiva y detiene a otros dos opositores aspirantes a la presidencia en Nicaragua  https://t.co/nQUdAOuzO6 a través de @elpais_america,"['régimen', 'ortega', 'arrecia', 'ofensiva', 'detiene', 'dos', 'opositores', 'aspirantes', 'presidencia', 'nicaragua', 'través', 'elpais', 'america']"
@g8che Menos las oro-avionetas,"['che', 'menos', 'oro', 'avionetas']"
"Ayuda para Shayi. Vive en Guasipati, estado #Bolívar, necesita una operación por una torsión ovárica.   La operación cuesta $1200.","['ayuda', 'shayi', 'vive', 'guasipati', 'bolívar', 'necesita', 'operación', 'torsión', 'ovárica', 'operación', 'cuesta']"
El caso de Rodney:  https://t.co/BCwhfgyaXQ,"['caso', 'rodney']"
CVM fija nuevas reglas para frenar reclamos por “vacuna” en oro en alcabalas hacia el sur de Bolívar  https://t.co/vVSShgRVCJ a través de @CorreoDelCaroni,"['cvm', 'fija', 'nuevas', 'reglas', 'frenar', 'reclamos', 'vacuna”', 'oro', 'alcabalas', 'hacia', 'sur', 'bolívar', 'través', 'correodelcaroni']"
¿Dónde están? : Vivimos una crisis global de personas desaparecidas  https://t.co/rrzDQMOUzB a través de @YouTube @EfectoNaim,"['¿dónde', 'vivimos', 'crisis', 'global', 'personas', 'desaparecidas', 'través', 'youtube', 'efectonaim']"
@OdeLopez @g8che,"['odelopez', 'che']"
"En un estado donde la gobernación se ufana de ser un cuartel, donde las alcaldías son pequeños caudillos del oro, pasa esto.","['gobernación', 'ufana', 'ser', 'cuartel', 'alcaldías', 'pequeños', 'caudillos', 'oro', 'pasa']"
"Para liberar dos fincas en Piar invasores piden 50 novillos, un payloader y 200 hectáreas  [Y un McFlurry, si no es mucha molestia]  https://t.co/2SOGTdh2aU via @CorreoDelCaroni","['liberar', 'dos', 'fincas', 'piar', 'invasores', 'piden', 'novillos', 'payloader', 'hectáreas', 'mcflurry', 'si', 'mucha', 'molestia', 'via', 'correodelcaroni']"
@_Verolerolero @danielajtb Cuando se vuelvan a graduar 😝😝😝,"['verolerolero', 'danielajtb', 'vuelvan', 'graduar', '😝😝😝']"
@_Verolerolero @danielajtb Caaarajo. Naguará,"['verolerolero', 'danielajtb', 'caaarajo', 'naguará']"
"@danielajtb Epa, epa, epa.","['danielajtb', 'epa', 'epa', 'epa']"
#JusticiaParaDorialcely #JusticiaParaMartha   https://t.co/5kbxADeOcF,"['justiciaparadorialcely', 'justiciaparamartha']"
"Por el agua, la luz, o por un alto al fuego... en #LaVega la consigna por una vida digna sigue sonando. Hoy el @alfredoinfante pide orar por la paz.","['agua', 'luz', 'alto', 'fuego', 'lavega', 'consigna', 'vida', 'digna', 'sigue', 'sonando', 'hoy', 'alfredoinfante', 'pide', 'orar', 'paz']"
@hecsev Pero no lo hizo.,"['hecsev', 'hizo']"
"Decidir no tocar un tema, también es una posición, seas youtuber, ciudadano, periodista, político...cantante, etc, artista.","['decidir', 'tocar', 'tema', 'posición', 'youtuber', 'ciudadano', 'periodista', 'político', 'cantante', 'etc', 'artista']"
"""Nunca leí una página de ningún libro de historia escolar sobre cómo, en 1921, una turba de personas blancas quemó un lugar llamado Black Wall Street"".   Tom Hanks entiende que su trabajo no es solo ""actuar"". No es periodista: es ciudadano, figura pública  https://t.co/nYFEzVXEtI","['nunca', 'leí', 'página', 'ningún', 'libro', 'historia', 'escolar', 'cómo', 'turba', 'personas', 'blancas', 'quemó', 'lugar', 'llamado', 'black', 'wall', 'street', 'tom', 'hanks', 'entiende', 'trabajo', 'solo', 'actuar', 'periodista', 'ciudadano', 'figura', 'pública']"
Tom Hanks: You Should Learn the Truth About the Tulsa Race Massacre  https://t.co/nYFEzVXEtI,"['tom', 'hanks', 'you', 'should', 'learn', 'the', 'truth', 'about', 'the', 'tulsa', 'race', 'massacre']"
"9. Sigan el trabajo de @Codehciu. En @sonindelebles en Instagram tenemos algunas historias, y en  #FosasdelSilencio compilamos las voces de estas víctimas. Si quieres contarnos tu caso, escribe a desaparicionesve@gmail.com  https://t.co/hzNrO9Qrn9","['sigan', 'trabajo', 'codehciu', 'sonindelebles', 'instagram', 'historias', 'fosasdelsilencio', 'compilamos', 'voces', 'víctimas', 'si', 'quieres', 'contarnos', 'caso', 'escribe', 'desaparicionesve', 'gmail', 'com']"
"8. Las desapariciones forzadas en las minas está dejando niños en una terrible situación de vulnerabilidad, es allí donde se perpetua el espiral de violencia.   Estas desapariciones pretenden ser un mensaje a la comunidad: un castigo ejemplarizante.","['desapariciones', 'forzadas', 'minas', 'dejando', 'niños', 'terrible', 'situación', 'vulnerabilidad', 'allí', 'perpetua', 'espiral', 'violencia', 'desapariciones', 'pretenden', 'ser', 'mensaje', 'comunidad', 'castigo', 'ejemplarizante']"
"7. Cuando las víctimas intentan buscar ayuda, les cierran la puerta. En el #ArcoMinero está prohibido hablar. Muchos de estos asesinatos, comienzan con la desaparición y tortura... https://t.co/Oe4Olj7qGD","['víctimas', 'intentan', 'buscar', 'ayuda', 'cierran', 'puerta', 'arcominero', 'prohibido', 'hablar', 'asesinatos', 'comienzan', 'desaparición', 'tortura']"
"6. En este capítulo del podcast de #FosasdelSilencio escucharás cómo es vivir en #ElCallao, y lo que pasan mineros y familiares en su intento por sobrevivir en el #ArcoMinero  https://t.co/2o8RlvUkQ6","['capítulo', 'podcast', 'fosasdelsilencio', 'escucharás', 'cómo', 'vivir', 'elcallao', 'pasan', 'mineros', 'familiares', 'intento', 'sobrevivir', 'arcominero']"
"5. Según los datos de @Codehciu con @sonindelebles, los desaparecidos no son de la zona: vienen de Amazonas, Anzoátegui, Aragua, Carabobo, Distrito Capital, Mérida, Miranda, Nueva Esparta, Sucre, Táchira y Trujillo. Tenemos registro de 14 mujeres desaparecidas entre 22 y 50 años.","['según', 'datos', 'codehciu', 'sonindelebles', 'desaparecidos', 'zona', 'vienen', 'amazonas', 'anzoátegui', 'aragua', 'carabobo', 'distrito', 'capital', 'mérida', 'miranda', 'nueva', 'esparta', 'sucre', 'táchira', 'trujillo', 'registro', 'mujeres', 'desaparecidas', 'años']"
"4. Este caso ocurre en El Callao, donde – según datos de la UCAB –   más de 3.500 mujeres y niñas son explotadas sexualmente  https://t.co/Ee4dFipNPp","['caso', 'ocurre', 'callao', 'según', 'datos', 'ucab', 'mujeres', 'niñas', 'explotadas', 'sexualmente']"
"3. En #FosasdelSilencio hemos encontrado este patrón de desapariciones, más frecuente de lo que parece. Caso Rebeca Núñez y Aldrin Torres  https://t.co/uhYgD4XDj8  Lo contamos en este trabajo de @Codehciu en alianza con @lavidadenos, un seguimiento que hacemos en @CorreodelCaroni","['fosasdelsilencio', 'encontrado', 'patrón', 'desapariciones', 'frecuente', 'parece', 'caso', 'rebeca', 'núñez', 'aldrin', 'torres', 'contamos', 'trabajo', 'codehciu', 'alianza', 'lavidadenos', 'seguimiento', 'hacemos', 'correodelcaroni']"
"¿Por qué este caso no es uno más?  1. Pocas veces queda tan claro la relación por acción u omisión del poder político con la violencia en las minas, aunque es un secreto a voces.  2. Que estas mujeres se hayan atrevido a protestar en donde impera el miedo, tiene un valor tremendo","['¿por', 'caso', 'pocas', 'veces', 'queda', 'tan', 'claro', 'relación', 'acción', 'omisión', 'poder', 'político', 'violencia', 'minas', 'aunque', 'secreto', 'voces', 'mujeres', 'atrevido', 'protestar', 'impera', 'miedo', 'valor', 'tremendo']"
Qué buen trabajo de investigación y contraloría está haciendo @ElPitazoTV con el equipo de corresponsales 💞. Una red poderosa.,"['buen', 'trabajo', 'investigación', 'contraloría', 'haciendo', 'elpitazotv', 'equipo', 'corresponsales', 'red', 'poderosa']"
